identifier;location;series;inscription;original
PY An 614;PY;An;(ku)-(ra)-i-jo , ;]-ne-[ . ] , [ ](ko)-do-[ . ]-no[ ]-ro , (e)-qe-ta , [ ](ku)-(ra)-i-jo VIR 1[ ]e-o-(te)[ ]VIR 30[ ] vacat [ ] vacat [ ]a-pe-e-(si)[ ] VIR [
PY An 615;PY;An;(re)-u-ko , wa-ra-ki-no , ko-sa-ma-ne , ;]ta a-wa-(si)[ ] VIR 1 a-wa-si-ja , [ ]VIR 1 ko-ni-(ja) (,) a3-ki[ ]VIR 1 [ ] , ko[ ](VIR) 1[ ] [ ] VIR[ o-pi-ke-ri-jo , [ ] VIR 1[ e-po-wi-ja , [ ](VIR) 1 e-(po)-wi-ja[ ] (VIR) 1 ]wi-ja[ ]-ta (VIR)[ vacat [ ] vacat me[ ]jo-(a3)-se-wa[ ]o-me[ ](re)-u-ko VIR 1 ]qe[ ] VIR 1 ]wo-wo , wa-ra-ki-no VIR 1 ]-ja , ko-tu-we , ko-sa-ma-ne VIR 1 ]no-e-[ ] VIR[ ]-o , wi-[ ] vacat
PY An 616;PY;An;ku-ro-ro2 , ko-(ri)-(jo)-(da)-na , ;ku-ro-ro2 AROM 13 T 5 KAPO 4 *157 28 LANA 5 me-(po) 6 S 1 V (4) ko-(ri)-(jo)-(da)-na AROM 21 (i)-(re)-(we)[ ] T 2
PY An 654;PY;An;ke-ki-de , ku-re-we , ke-ki-de , u-ru-pi-ja-jo , ku-re-we , i-wa-so , o-ka-ra3 , ;ku-ru-me-no-jo , o-ka , pe-ri-te-u , wo-ne-wa , a-ti-ja-wo , e-ru-ta-ra , o-*34-ta , me-ta-pi-jo , ke-ki-de , VIR 50 vacat u-pi-ja-ki-ri-jo , ku-re-we , VIR 60 me-ta-qe , pe-i , e-qe-ta , a-re-ku-tu-ru-wo , e-te-wo-ke-re-we- -i-jo , vacat ta-ti-qo-we-wo , o-ka , to-wa , po-ki-ro-qo , pe-ri-no , de-u-ka-ri-jo , ra-pe-do , do-qo-ro , pe-ri-ra-wo , e-no-wa-ro , to-so-de , pe-di-je-we wa-wo-u-de , ke-ki-de , VIR 10 u-ru-pi-ja-jo VIR 10 ku-re-we VIR 20 i-wa-so VIR 10 o-ka-ra3 VIR 10
PY An 656;PY;An;ko-ru-ku-ra-i-jo , po-ra-i , ne-wo , ko-ro-ku-ra-i-jo , ;wa-pa-ro-jo , o-ka , ne-wo-ki-to , [ [ di-wi-je-u , ] ] e-ri-ko-wo , a2-di-je-u , a-ki-wo-ni-jo , [ [ ] ] wa-ka-ti-ja-ta , ke-ki-de , sa-pi-da me-ta-qe , pe-i , e-qe-ta pe-re-qo-ni-jo , a-re-i-jo , ne-wo-ki-to , wo-wi-ja , ko-ru-ku-ra-i-jo , VIR 20 me-ta-qe , pe-i, e-qe-ta di-wi-je-u , vacat du-wo-jo-jo , o-ka , a-ke-re-wa , a2-ku-ni-jo , pe-ri-me-de , [ [ ] ] pu2-ti-ja , a-pu2-ka-ne , ke-ki-de , po-ra-i VIR 20 me-ta-qe , pe-i , e-qe-ta , (di)-ko-na-ro , a-da-ra-ti-jo u-wa-si , ke-ki-de , ne-wo VIR 10 me-ta-qe , pe-i , pe-re-u-ro-ni-jo , e-qe-ta , vacat a-ke-re-wa , ko-ro-ku-ra-i-jo VIR (8)0 me-ta-qe , pe-i , e-qe-ta , ka-e-sa-me-no , a-pu2-ka , vacat
PY An 657;PY;An;o-ka-ra3 , ku-pa-ri-si-jo , ke-ki-de , to-no , ;.1 o-u-ru-to , o-pi-a2-ra , e-pi-ko-wo , .2 ma-re-wo , o-ka , o-wi-to-no , .3 a-pe-ri-ta-wo , o-re-ta , e-te-wa , ko-ki-jo , .4 su-we-ro-wi-jo , o-wi-ti-ni-jo , o-ka-ra3 VIR 50 .5 vacat .6 ne-da-wa-ta-o , o-ka , e-ke-me-de , .7 a-pi-je-ta , ma-ra-te-u , ta-ni-ko , .8 a2-ru-wo-te , ke-ki-de , ku-pa-ri-si-jo VIR 20 .9 vacat .10 a3-ta-re-u-si , ku-pa-ri-si-jo , ke-ki-de VIR 10 .11 me-ta-qe , pe-i , e-qe-ta , ke-ki-jo , .12 a-e-ri-qo-ta , e-ra-po , ri-me-ne , .13a o-wi- .13b o-ka-ra , -to-no VIR 30 ke-ki-de-qe , a-pu2-ka-ne , .14 VIR 20 me-ta-qe , pe-i , a3-ko-ta , e-qe-ta , .15 vacat
PY An 661;PY;An;i-wa-so , (i)-(jo) , ko-ro-ku-ra-i-jo , ko-ro-ku-ra-i-jo , ne-do-wo-ta-de , ;e-(ki)-no-jo , o-ka , e-o-te-u , a-ti-(ro)-[ . ] , i-da-i-jo , e-se-re-a2 (,) e-na-po-ro , i-wa-so VIR 70 [ . ]-o-ri-(jo) , (ko)-(ro)-(ku)[ ](i)-(jo) VIR 30 ka-ra-do-ro , ko-ro-ku-ra-i-jo VIR (10) za-e-to-ro , ko-ro-ku-ra-i-jo VIR 20 me-ta-qe , pe-i , e-qe-ta , wo-ro-tu-mi-ni-(jo) ] , e-ko-(me)-ne-ta-o , o-ka , ti-(mi)-(to)[]a-ke-i , ma-[ . ]-u , (ro)-qo-ta , (a)-ke[ ]u , a-ke-wa-to , a2-ka-a2-ki-ri-jo , u-ru-pi-ja-jo , ne-do-wo-ta-de VIR 30 me-ta-qe , pe-i , e-qe-ta ,
PY An 723;PY;An;e-u-ka-ro , e-pa-re , ;e-re-e-we a-ri-qo , e-u-ka-ro VIR 1 ra-wa-ra-ta , e-pa-re VIR 1 vacat x 2
PY An 724;PY;An;e-re-e , e-re-e , ]-(jo) , a-ri-ja-to , ki-ti-(ta) , e-nwa-ri-jo , e-qo-te , ;ro-o-wa , e-re-ta , a-pe-o-te , me-nu-wa , a-pe-e-ke , a-re-sa-ni-e [ [(VIR) (1) ] ] o-pi-ke-ri-jo-de , ki-ti-ta , o-pe-ro-ta , [ [e] ] e-re-e VIR 1 VIR e-ke-ra2-wo-ne , a-pe-e-ke , a2-ri-e , [ [VIR (1) ] ] o-pe-ro-te , e-re-e VIR 5 ra-wa-ke-ta , a-pe-e-(ke)[ ](e) VIR (1)[ ta-ti-qo-we-u , o[ ]qe-[ . ]-(jo) , VIR 1 a-ke-re-wa , ki-e-u , o-pe-[ ](e) , a-ri-ja-to VIR 1 ki-ti-(ta) VIR 1 o-ro-ti-jo , di-qo , a-[ o-pe-(ro) (,) [ ] , e-ko-si-qe , e-qe-ta , ka-ma[ e-to-ni-jo , e-nwa-ri-jo VIR 1 wo-qe-we , [ ]qo-te , ru-ki-ja , a-ko-wo (VIR)[ ri-jo , o-no (,) e-qo-te VIR (10)[
PY An 830+;PY;An;(qo)-(u)-(ko)-(ro) , qo-u-ko-ro , ;] vacat [ ]ke-ke-me[ di-ri-wa-[ ma-ra-ti-sa [ vacat [ ] vacat [ .6a -no .6b a-te-re-wi-ja , e-so , ko-re-te-ri-jo , ke-ke-me- DA 30[ .7 vacat [ .8 e-sa-re-wi-ja , ro-ro-ni-ja , te-u-po-(ro)[ ] vacat [ .9 ]no DA 50 [ .10 ](qo)-(u)-(ko)-(ro) VIR 18 [ ] vacat .11 ]u-ko-ro , ra-wa-ra-(ti)-ja (VIR) 6(6) .12 o-pi-da-mi-jo , pi-*82 , qo-(u)[ ](ro) VIR 60 .13 a2-ki-ja , qo-u-ko-ro VIR 60[ .14 vacat [ .15 ] vacat [ .16 ] vacat [
PY An 852;PY;An;te-re-ne-wi-ja , ;] qo-u-ko-ro ](4) te-re-ne-wi-ja VIR [ ]3 te-ko-(to)-na-(pe)[ ] VIR 2 a-se[ ] VIR 2 (ma)[ inf. mut.
PY An 1060;PY;An;]-jo , ka-i-jo , ;sup. mut. .1 [ .2 [ .3 [ .4 ]ko [ ]ko[ .5 ]-na-o[ ](wa)-[ . ]-(te)[ .6 ]tu-si-jo [ ] vacat .7 ] vacat [ ] vacat .8 ]a-re-[ ]-o[ ]-jo VIR [ ]-(jo) (VIR)[ .9 ]re-[ ]-(si)-(jo)[ ]ka-i-jo VIR [ .10 ]-(se)-u (VIR) 1 o-[ .11 ](ke)-sa-(do)[
PY An 1281;PY;An;re-u-si-wo-qe , ta-ni-ko-qe , (po)-so-ro , e-we-za-no , a-(pi)-e-(ra)[] , re-si-wo , (ru)-(ko)-ro , ;]ti-ni-ja , i-qe-ja ]-mo , o-pi-e-de-i a-ka , re-u-si-wo-qe VIR 2 au-ke-i-ja-te-we [ [ i-(qe)-(ja) (VIR) ] ] o-na-se-u , ta-ni-ko-qe VIR 2 me-ta-ka-wa , (po)-so-ro VIR 1 mi-jo-qa[ ]e-we-za-no VIR 1 a-(pi)-e-(ra)[]to-ze-u VIR 1 ]-a-ke-(si) , po-ti-ni-ja , re-si-wo VIR 1 au-ke-i-(ja)-(te)-(we)[ ]ro VIR 1 mi-jo-qa , ma-ra-si-jo[ ] VIR 1 me-ta-ka-wa , ti-ta-ra-[ ] VIR 1 a-pi-e-ra , (ru)-(ko)-ro VIR 1 vacat x 2
PY An 1282;PY;An;a-qi-ja-i , a-mo-si , ki-u-ro-i , po-qe-wi-ja-i , do-ka-ma-i , ;a-qi-ja-i VIR 18 a-mo-si VIR 18 ki-u-ro-i VIR 13 po-qe-wi-ja-i VIR 5 do-ka-ma-i VIR 36 vacat x 2
PY An 1423;PY;An;e-re-u-(ta) , (pi)-wa-to , ;sup. mut. .1 [ .2 e-re-u-(ta) VIR 1 [ .3 (pi)-wa-to VIR 1 [ .4 vacat [
PY Aq 64;PY;Aq;o-a-ke-re-se , a-ke-re-se , a-ke-re-se , (we)-(to)[] , to-to-we-to[] , to-to-we-to , a-to-mo , o-a-ke-re-se , o-a-ke-re-se , o-a-ke-re-se , o-a-ke-re-se , ;.1 ]-re-wi-jo-te .2 ]-ja , mo-ro-qa , to-to , we-to , o-a-ke-re-se ZE 1 *171 3 .3 ka-do-wo , mo-ro-qa , o-u-qe , a-ke-re-se ZE 1 .4 ru-ro , mo-ro-qa , o-u-qe , a-ke-re-se ZE 1 .5 ku-ru-me-no , mo-ro-qa , i-te-re-wa , ko-re-te , to-to (,) (we)-(to)[](o)-a-ke-re-se *171 (6) .6 pe-ri-mo , ti-mi-ti-ja , ko-re-te , to-to-we-to[](o)-a-ke-re-se ZE 1 * 171 3 .7a o-a-ke-re-se .7b pe-ri-me-de-o i-(*65) , po-so-ri-jo-no , te-ra-ni-ja , a-ke-re-se , to-to-we-to , *171 1(2) .8 po-ki-ro-qo , e-qe-o (,) a-to-mo ZE 1 vacat x 3 .12 o-da-a2 , ko-to-na e-ko-te .13 e-ta-wo-ne-u , to-to-we-to , o-a-ke-re-se ZE 1 *171 6 .14 a-qi-zo-we , to-to , to-to , we-to , o-a-ke-re-se ZE 1 [ .15 ne-qe-u , e-te-wo-ke-re-we-i-jo , to-to , we-to , o-a-ke-re-se ZE 1 [ .16 me-wi , e-ru-ta-ra , me-ta-pa , ki-e-wo , to-to-we-to , o-a-ke-re-se ZE 1 [ vacat x 7
PY Aq 218;PY;Aq;da-i-ja-ke-re-u , me-ta-pa , (jo)[] , a-da-ra-ti-jo , de-wi-jo , *34-te , ke-ki-jo , po-ru-da-si-jo , me-nu-a2 , i-*65 , ;o-da-a2 , a-na-ke-e , o-pe-ro-te[ ri-so-wa , i-je-re-u[ ]VIR 1 ne-wo-ki-to , i-je[ ]u , da-i-ja-ke-re-u VIR 1 ]u-ko , ku-sa-me-ni-jo , me-ta-pa VIR 1 a-e-ri-qo-(ta)[ ](jo)[]o-wi-to-no VIR 1 a3-ko-ta , a-da-ra-ti-jo VIR 1 vacat x 2 o-da-a2 , e-ke-jo-to , a-ko-to-no pa-ku-ro2 , de-wi-jo ZE 1 ]ka-re-u , e-ko-me-na-ta-o , *34-te ZE 1 ] , ke-ki-jo ZE 1 ]me-ta , po-ru-da-si-jo ZE 1 ]me-nu-a2 ZE 1 ]ma-ra-te-u , a-pu-ka (ZE) 1 qo-te-wo , i-*65 ZE 1 vacat
PY Cc 660;PY;Cc;ka-ra-su-no , ;.a a-ke-o , a-ke-re .b me-ta-pa , pa-ro ka-ra-su-no CAPm 30
PY Cc 665;PY;Cc;po-ti-ni-ja , ;ne-wo-pe-o , po-ti-ni-ja OVISm 100 SUS 190
PY Cc 1284;PY;Cc;pe-re , ;](u) , pe-re CAP 8 [
PY Cc 1285;PY;Cc;ma-se-de , ;ma-se-de , OVISm 6[
PY Cn 3;PY;Cn;o-ka-ra3 , ku-re-we , i-wa-si-jo-ta , u-ru-pi-ja-jo , u-ru-pi-ja-jo-jo , ;jo-i-je-si , me-za-na e-re-u-te-re , di-wi-je-we , qo-o , a2-ra-tu-a , o-ka-ra3 , BOS 1 pi-ru-te , ku-re-we BOS 1 e-na-po-ro , i-wa-si-jo-ta , BOS 1 o-ru-ma-to , u-ru-pi-ja-jo , BOS 1 a2-ka-a2-ki-ri-ja-jo , u-ru-pi-ja-jo-jo , BOS 1 vacat x 2
PY Cn 4;PY;Cn;ku-ri-sa-to , sa-(ni)-(jo) , (tu)-ni-jo , ti-ri-jo , tu-ri-je-u , ne-me-ta-wo , e-ke-si-jo , ke-ro-we , e-ra-se , ;a-si-ja-ti-ja , ta-to-mo , o-pe-ro mu-ta-pi , ku-ri-sa-to OVIS+TA 22 qe-re-me-ti-re , sa-(ni)-(jo) OVIS+TA 16 ta-ro , a-ka-re-u-te , (tu)-ni-jo OVIS+TA 7 e-ri-no-wo-te , ti-ri-jo OVIS+TA 7 ne-do-(wo)-te , tu-ri-je-u OVIS+TA 4 e-ri-to-ti-no , ne-me-ta-wo OVIS+TA 10 wo-tu-wa-ne , e-ke-si-jo OVIS+TA 9 ma-ta , a-ka-re-u-te , ke-ro-we OVIS+TA 7 si-jo-wo-te , o-qe , e-ra-se OVIS+TA 10 vacat
PY Cn 40;PY;Cn;pa-ra-jo , wo-ne-we , a-ko-so-ta-o , we-da-ne-wo , pa-ra-jo , we-da-ne-wo , a-ko-so-ta-o , pa-ra-jo , we-da-ne-wo , a-ke-(o)-jo , a-ko-(so)-ta-o , a-ko-so-ta , a-ke-o-jo , ;wa-no-jo , wo-wo , pa-ro , ne-ti-ja-no-re , pa-ra-jo OVISm 140 wa-no-jo , wo-wo , pa-ro , po-so-pe-re-i , wo-ne-we OVISm 75 wa-no-jo , wo-wo , pa-ro , zo-wi-jo , a-ko-so-ta-o OVISm 70 wa-no-jo , wo-wo , (pa)-(ro) , po-ru-qo-ta , we-da-ne-wo OVISm 60 e-ko-me-no , pa-ro , pa-ta , pa-ra-jo OVISm 80 e-ko-me-no , pa-ro , [ ]ma-te-we , we-da-ne-wo OVISm 70 a-ne-u-te , pa-ro , ma-ri-ti-wi-jo , a-ko-so-ta-o OVISm 83 ma-ro-pi , pa-ro , ro-ko , pa-ra-jo OVISm 150 ma-ro-pi , pa-ro , ka-da-ro , we-da-ne-wo OVISm 85 ma-ro , pa-ro , tu-ri-ta , a-ke-(o)-jo OVISm 80 re-pe-u-ri-jo , pa-ro , e-zo-wo , a[ ](ta)-(o) (OVISm) 82 ma-ro , pa-ro , ma-u-ti-jo , a-ko-(so)-ta-o OVISf 60 a-ne-u-te pa-ro , ka-ta-wa , a-ko-so-ta OVISf 80 a-te-re-wi-ja (,) pa-ro , e-wi-te-we , a-ke-o-jo OVISf 70 vacat x 2
PY Cn 45;PY;Cn;we-da-ne-wo , we-da-ne-wo , a-ke-o-jo , po-ko-ro , a-ke-o-jo , a-ko-so-ta-o , a-ke-o-jo , a-ke-o-jo , po-ma-ko , po-te-u , ;.1 pu-ro , (ra)-(wa)-(ra)-(ti)-(jo)[ .2 pu-ro , ra-wa-ra-ti-jo , pa-ro ko-so-ne , we-da-ne-wo OVISf (8)0[ .3a -wo .3b pu-ro , ra-wa-ra-ti-jo , pa-ro , e-ko-to-ri-jo , we-da-ne- OVISf (3)0[ .4 u-po-ra-ki-ri-ja , pa-ro , de-mo-qe , we-da-ne-wo OVISf 70 .5 u-po-ra-ki-ri-ja , pa-ro , pe-qe-we , a-ke-o-jo OVISf 65 .6a -o .6b u-po-ra-ki-ri-ja , pa-ro , do-ro-jo-jo , a-ko-so-ta- CAPf 35 .7 u-po-ra-ki-ri-ja , pa-ro , po-ko-ro CAPf 20 .8a -jo .8b pu-ro ra-wa-ra-ti-jo , pa-ro , a-ko-to-wo , a-ke-o- CAPf 50 .9 pu-ro ra-wa-ra-ti-jo , ka-ra-wa-ni-ta , a-ke-o-jo CAPm 100 .10 pa-na-pi , e-ne-ti-jo , a-ko-so-ta-o CAPf (34) .11 u-po-ra-ki-ri-ja , wi-ja-te-we , a-ke-o-jo CAPf 1(5) .12 pu-ro , ra-wa-ra-ti-jo , ka-ra-wa-ni-ta , a-ke-o-jo CAPm 100 .13 po-ma-ko SUSf 16 po-te-u SUSf 7
PY Cn 131;PY;Cn;o-ku-ka , ku-pi-ri-jo , a-ka-ma-wo , ko-ru-no , ne-ri-to , po-ro-u-te-we , o-wa-ko , to-ro-wi , a-no-po , ke-ro-wo , ra-pa-sa-ko , po-ke-we , a-we-ke-se-we , po-ko-ro , e-ti-ra-wo , a-ta-ma-ne-we , se-no , ko-ro , me-te-we , ke-sa-me-no , pu-wi-no , ;pi-*82 , we-re-ke pa-ro , pi-me-ta , X OVISm 200 pa-ro , o-ku-ka , OVISm (X) 1(3)0[ pa-ro , ku-pi-ri-jo , OVISm 50 X pa-ro , a-ka-ma-wo OVISm 120 X pa-ro , ko-ru-no OVISm 100 X pa-ro , ne-ri-to OVISm 30 X pa-ro , po-ro-u-te-we OVISm 90 X pa-ro , o-wa-ko CAPf 54 (X) ma-ro-pi , to-ro-wi OVISm 130 X pa-ro , a-no-po OVISm 130 X pa-ro , ke-ro-wo OVISm 130 X pa-ro , ra-pa-sa-ko OVISm 91 X pa-ro po-ke-we OVISf 27 X pa-ro , a-ri-wo-ne X OVISm 100 pa-ro , a-we-ke-se-we OVISm 170 X pa-ro , po-ko-ro OVISm 100 X pa-ro , e-ti-ra-wo OVISm 100 X pa-ro , a-ta-ma-ne-we OVISm 140 X pa-ro , se-no OVISf 44 X pa-ro , ko-ro OVISf 24 X pa-ro , do-qo-no X OVISm 80 pa-ro , wo-ki-to X OVISm 73 pa-ro , me-te-we OVISm 163 X pa-ro , ke-sa-me-no OVISf 40 X ](pa)-ro , pu-wi-no CAPf 55 vacat
PY Cn 202;PY;Cn;o-ki-ri-so , ka-sa , ;]a-ke-re-wa , we-re-ke [ ]me-wi-jo , o-ki-ri-so OVISm 80[ ]ka-sa OVISm 102 ] OVISm 74 CAPm (1)[ ]4 inf. mut.
PY Cn 254;PY;Cn;tu-ru-we-u , we-da-ne-wo , we-da-ne-wo , ;.1a pa-ra-jo .1b a-(si)[ ](ro) , tu-ru-we-u , OVISm 180 .2 a-si-ja-ti-ja , pa-ro , ti-tu[ ](OVISm) 100 .3 a-si-ja-ti-ja , pa-ro , e-te-wa[ ] 100 .4 a-si-ja-ti-ja (,) pa-ro , a-no , de-ki-si-wo , we-da-ne-wo OVISm 80[ .5 a-si-ja-ti-ja[]pa-ro , ko-ru-ta-ta , we-da-ne-wo OVISm 80[ .6a -jo .6b a-si-ja-ti-ja[]pa-ro , i-sa-na-o-ti , a-ke-o- OVISf[ .7 a-si-ja-ti-ja , pa-ro , ra-ke-u , we-da-ne-wo [ .8 a-si-ja-ti-ja , pa-ro , pi-ro-qo-[ .9 a-si-ja-ti-ja , pa-ro , a-ko-to-wo , a[ .10 [ [ a-si-ja-ti-ja pa-ro ] ] [
PY Cn 285;PY;Cn;re-ta-mo , a-we-ke-se-u , a-we-ke-se-u , wa-da-ko , si-no-u-ro , ra-ma-jo , e-ke-da-mo , a-si-wi-jo , o-ki-ra , o-ti-na-wo , ;ro-u-so [ a3-ta-(ro)-we [ re-ta-mo CAPm[ ka-ra-u-ko (CAPm)[ ]30 a-we-ke-se-u OVISm 50 a-we-ke-se-u CAPm 30[ wa-da-ko CAPm 86 si-no-u-ro CAPm 60[ ra-ma-jo CAPf 20[ pa-wa-wo [ . ]f [ e-ke-da-mo OVISm 100 a-si-wi-jo OVISm 100 o-ki-ra OVISm 116 o-ti-na-wo OVISm 100
PY Cn 314;PY;Cn;au-to-a2-ta , ;](e)-wo-ta-o[ ]3 ]wo [ ]100 au-to-a2-ta OVISm 162[
PY Cn 328;PY;Cn;ma-ro , ko-wa-to , ra-mi-ni-jo , ma-ra-te-u , da-to-re-u , wo-ki-ro , ma-ra , ma-ra , ke-zo , po-ri-ko , pu-za-ko , a3-ta-ro-we , ;ro-u-so , we-re-ke , a-ka-na-jo , ma-ro OVISm 200 X a-ka-na-jo , ko-wa-to CAPm 50 X a-ka-na-jo , ra-mi-ni-jo CAPf 40 X a       ma-ra-te-u OVISf 10 X         da-to-re-u CAPm 30         wo-ki-ro CAPf 20         ma-ra OVISf 50 X         ma-ra CAP (4)0         ke-zo OVISm 40 X         po-ri-ko OVISm 170         wi-sa[ ]OVISf 60 X         (a)[ ]to OVISm 40 X         pu-za-ko CAPm (X) 40         a3-ta-ro-we OVISf 70 X vacat
PY Cn 418;PY;Cn;a-ko-ro-we-e , a-ko-ro-we , ;pa-ro , we-u-da-ne-we re-u-ko , a-ko-ro-we-e BOS+SI 2 re[ ](ko) , ma-ra-(pi) , pe-ko , a-ko-ro-we BOS+SI 1 ]3 CAPm (3) (WE) 3 CAP(m) 3 ]2 [ ]3 [ re-u-ko[ ]pe-ko , a-ko-ro-we[ OVISm 1 CAPm 1 WE[ ] (SUSx)[ ] vacat [ inf. mut.
PY Cn 436;PY;Cn;ke-to , a-ta-tu-ro , a-mi-nu-wa-ta , o-ko , i-ma-di-jo , ;ke-to OVIS 100 (X) a-ta-tu-ro CAPm 38 a-mi-nu-wa-ta OVISf (5)0 X [ o-ko OVISf 100 X [ i-ma-di-jo OVISf[ ko-tu-ro2[ wa-ra-pi-si-(ro)[ e-qa[ ] vacat[ inf. mut.
PY Cn 437;PY;Cn;e-wi-te-u , ;sup. mut. ](no)-[ ]-(ta)[ ] OVISm[ ]wo-wo (,) po-ru-qo-[ ](5)4[ ]wo-wo , [ ]vacat[ ](6)0[ ](wo)-wo , e-wi-te-u OVISm 50[ inf. mut.
PY Cn 491;PY;Cn;e-u , ]-ta , re-ro , pe-se-to , ;sup. mut. ]OVISm (6)0 X[ ]e-u OVISf 40[ ]-ta OVISf (10)[ ]re-ro CAP [ ]pe-se-to CAPx[ ]-e-[ . ]-wo-jo [ ] vacat [
PY Cn 595;PY;Cn;a-we-ke-se-u , ne-de-we-e , u-de-wi-ne , ma-to-ro-pu-ro , ;e-ra-te-re-wa-pi , ta-to-mo , o-pe-ro , me-ta-pa , a-we-ke-se-u VIR 1 OVIS+TA 5 ne-de-we-e OVIS+TA 9 u-de-wi-ne VIR 2 OVIS+TA 8 ma-to-ro-pu-ro OVIS+TA 1 ]i-pi[ ]1 OVIS+TA 5 ]-ko-[ ](OVIS)[ ](5)[ deest
PY Cn 599;PY;Cn;a-ke-o-jo , a-ko-so-ta-o , a-ke-o-jo , a-ke-o-jo , a-wo-i-jo , a-ke-o-jo , e-zo-wo , ti-ri-po-di-ko , ;.1a pa-ro .1b wa-no-jo , wo-wo , ne-ti-ja-no a-ke-o-jo CAPm 100 a2-ne-u-te , pa-ro , ka-so , a-ko-so-ta-o CAPm 45 a2-pa-tu-wo-te , pa-ro , a-ke-ra-wo , a-ke-o-jo CAPm 90 a2-pa-tu-wo-te , pa-ro , ru-we-ta , a-ke-o-jo CAPf 40 a2-pa-tu-wo-te , pa-ro , a-wo-i-jo , CAPf 50 wa-no-jo , wo-wo , pa-ro , ke-re-no , a-ke-o-jo CAPf 80 a2-pa-tu-wo-te , pa-ro , e-zo-wo SUSf 30 e-ko-me-no , pa-ro , ti-ri-po-di-ko SUSf 57
PY Cn 600;PY;Cn;ke-we-no , de-ko-to , ke-ro-u-te-u , e-te-re-(ro) , wa-ra-wo-(no)[] , we-da-ne-wo , ka-wi-ta , wi-ja-te-we , a-ke-o-jo , e-te-wa-(jo) , a-no-ze-we , qe-ta-ko , ;.1 o-re-e-wo , wo-wo , pa-ro , ke-we-no OVISm 50 .2 o-re-e-wo , wo-wo , de-ko-to OVISm 100 .3 o-re-e-wo , wo-wo , ke-ro-u-te-u OVISm 90 .4 o-re-e-wo (,) wo-wo , e-te-re-(ro) OVISm 90 .5a -jo .5b o[ ](wo) , wo-wo , mi-ka-ri-jo , a-ke-o- OVISm 92 .6 re-qa-se-wo , wo-wo , wa-ra-wo-(no)[](a)-(ke)-(o)-jo OVISm 70 .7 ti-mi-to , a-ke-e , te-[ ](OVISf) 80 .8 ti-mi-to , a-ke-e , a-[ ]-u , we-da-ne-wo OVISf 60 .9 re-qa-se-wo , wo-wo , ka-wi-ta OVISf 70 .10 re-qa-se-wo , wo-wo , wi-ja-te-we OVISf 80 .11 ti-mi-to , a-ke-e , o-pe-se-to , a-ke-o-jo OVISf 60 .12 ti-mi-to , a-ke-e , e-te-wa-(jo) , CAPf (3)0 .13 ti-mi-to , a-ke-e , a-no-ze-we CAPf 36 .14 ti-mi-to , a-ke-e , qe-ta-ko SUSm 30 .15 ti-mi-to , a-ke-e , *82-de[ ] SUSf 12
PY Cn 608;PY;Cn;pi-*82 , me-ta-pa , pe-to-no , pa-ki-ja-si , a-pu2-we , a-ke-re-wa , e-ra-te-i , ka-ra-do-ro , ri-jo , ;jo-a-se-so-si , si-a2-ro o-pi-da-mi-jo pi-*82 SUS+SI 3 me-ta-pa SUS+SI 3 pe-to-no SUS+SI 6 pa-ki-ja-si SUS+SI 2 a-pu2-we SUS+SI 2 a-ke-re-wa SUS+SI 2 e-ra-te-i SUS+SI 3 ka-ra-do-ro SUS+SI 2 ri-jo SUS+SI 2
PY Cn 643;PY;Cn;a-ko-te-u , a-ke-o-jo , a-ke-o-jo , we-da-ne-wo , ;(a)-(pa)-re-u-pi , pa-pa-ro , wo-ne-me [ . ]m (40) wi-ja-we-ra2 , a-ko-te-u SUSf 40 (pi)-*82 , ma-ra-ni-jo , a-ke-o-jo CAPm 48 ]*82 , ku-ka-ra-so , a-ke-o-jo CAPf 53 ](ro)-(pi) , pu-ma-ra-ko , we-da-ne-wo CAPm 100 ](ke)-u , a-ke-(o)[ ]CAPf 40
