identifier;inscription;numberOfCharacters
PY Cn 1197;a-si-ja-ti-ja , wa-e-ro , ti-ko-ro , e-sa-re-we , e-re-e-we , ;5
PY Cn 1286;o-pi-ra-i-ja , ;1
PY Cn 1287;a-*64-jo , a-ke-ro , te-re-do , ka-na-pe-u , na-ma-ru-ko , qe-ta-ko , ke-ra-me-u , da-u-da-ro , pe-re-ke-u , mu-ti-ri-ko , di-u-ja , do-e-ro , a2-ra-ka-wo , ke-re-ta-o , do-e-ro , a-sa-ma-o , mo-ri-wo , ma-ni-ko , ;18
PY Ea 28;ti-ri-da-ro , ra-pte , e-ke , ka-ma , ;4
PY Ea 29;e-ro2-qo , ra-pte , e-ke , o-na-to , pa-ro , i-ma-di-jo , ;6
PY Ea 52;pa-ro , da-mo , wi-ri-ja-no , e-pi-we-ti-ri-(jo)[] , e-ke[] , o-na-to , ;6
PY Ea 56;ze-pu2-ro[] , e-(ke) , pa-ro , sa-ke-re-we , ;4
PY Ea 57;ka-ra-do-wa-ta , e-ke , o-na-to , pa-ro , ;4
PY Ea 59;ke-re-u , e-ke , o-na-to , ke-ke-me , ko-to-na , ke-re-te-u , e-ke , o-na-to , ke-ke-me-na , ko-to-na , su-qo-ta-o , ke-re-te-u , e-ke , o-na-to , pa-ro , da-mo , pa-ro , ra-wa-ke-si-jo , (e)-[ , ke-re-te-u , e-ke , e-ne-ka , i-qo-jo , du-ni-jo , e-ke , o-na-to , pa-ro , da-mo , ;28
PY Ea 71;po-me , ko-do-jo , ko-to-na[] , (ki)-ti-me-na , ;4
PY Ea 102;di-wo-nu-so-jo , e-ka-ra , ;2
PY Ea 107;e-ka-ra , ;1
PY Ea 109;a-pi-a2-ro , e-ke , su-qo-ta-o , ko-to-na , ;4
PY Ea 132;ru-ko-ro , ra-wa-ke-si-jo , e-ke , o-na-to , su-qo-ta-o , ko-to-na , ;6
PY Ea 136;]-ro , da-mo , wa-tu-o-ko , a-ke-ro , e-ke , o-na-(to) , ;6
PY Ea 208;pa-(ro) , ra-i-ka , e-ke , o-na , ;4
PY Ea 258;da-mo , ;1
PY Ea 259;u-me-ta-qe-(a)-po , o-ke-u , e-ke , o-na-to , pa-ro , da-mo , ;6
PY Ea 270;ko-to-na , a-pi-a2-ro , e-ke , qo-qo-ta-o[] , pe-re-qo-no-jo , ;5
PY Ea 304;ke-re-te-u , e-ke[] , o-na-to , pa-ro , sa-ke-re-we , ;5
PY Ea 305;qo-qo-ta-o , ke-re-te-u , e-ke-na-to , ke-ke-me-na , ko-to-na , ;5
PY Ea 309;wo-ze , ;1
PY Ea 325;e-ro2-qo , ra-pte , ;2
PY Ea 336;ta-ra-ma-ta , e-ke , ;2
PY Ea 421;ra-wa-ke-si-jo-jo , te-i-jo , a-mo-te-wo , ;3
PY Ea 439;po-me-ne , e-ke[] , o-na-to , pa-ro , mo-ro-qo-ro , ;5
PY Ea 460;ra-pte , ti-ri-da-ro , e-ke , o-na , pa-ro , da-(mo) , ;6
PY Ea 480;su-qo-ta-o , ko-to-na , e-ri-qi-jo , e-ke , o-na-to , ke-ke-me , ko-to-na , ;7
PY Ea 481;ra-pa-do , e-ke , o-na-to , me-ri-te-wo , ko-to-na , ra-pa-do , e-ke , o-na-to , su-qo-ta-o , ko-to-na , ;10
PY Ea 754;ra-pte , ti-ri-da-ro , e-ke , o-na-to , ko-do-jo , ko-to-na , ;6
PY Ea 756;ki-ti-me-na , sa-ke-re-wo , i-je-re-wo , ko-(to)-(na) , ;4
PY Ea 757;qo-qo-ta-o , e-u-me-ne , e-ke , o-na , ke-ke-me-na , ko-to-na , ;6
PY Ea 771;ke-re-te-u , e-ke , o-na-to , me-ri-te-wo , ko-to-na , ;5
PY Ea 773;e-u-me-de , e-ke , o-na-to , pa-ro , da-mo , ;5
PY Ea 776;ko-to-na , sa-ke-re-u , e-ke , o-na-to , su-qo-ta-o , ;5
PY Ea 778;ta-ra-ma-ta , e-ke , o-na-to , pa-ro , da-mo , ;5
PY Ea 780;o-ko-me-ne-u , o-na-to , ;2
PY Ea 781;(we)-[ , qo-u-ko-ro-jo , ko-to-na , ki-ti-me-na , ;4
PY Ea 782;ra-wa-ke-si-jo , ru-ko-ro , e-ke , o-na-to , pa-ro , mo-ro-qo-ro-jo , ko-to-na , po-me-no , ;8
PY Ea 799;ru-ko-ro , e-ke , o-na-to , me-ri-te-wo , ko-to-na , ;5
PY Ea 800;ke-re-te-u , e-ke , o-na-to , pa-ro , mo-ro-qo-ro , po-me-ne , ;6
PY Ea 801;ke-ke-me , ku-ru-no-jo , me-ri-te-wo , (ko)-to-na , a-no-no , ;5
PY Ea 802;qo-qo-ta-o , ko-to-na , ra-wo-do-ko , e-ke , ke-ke-me-na , ko-to-na , ;6
PY Ea 803;ko-do , e-ke , da-mi-jo , ;3
PY Ea 805;o-pe-te-re-u , e-ne-ka , a-no-qa-si-ja , ;3
PY Ea 806;ke-re-te-u , e-ke , o-na-to , ke-ke-me-na , ko-to-na , ;5
PY Ea 808;pa-ro , da-mo , ka-ra-pi , e-te-do-mo , e-ke , o-na-to , ;6
PY Ea 809;ra-wa-ke-si-jo-jo , a-mo-te-wo , (re)-te-(u)[] , e-ke , o-na-to , ke-ke-me-na , ko-to-na , ;7
PY Ea 810;ti-nwa-si-jo , ;1
PY Ea 811;du-ni-jo , e-ke , o-na-to , ;3
PY Ea 812;ko-to-na , e-u-me-de , a-re-po-zo-o , e-ke , ;4
PY Ea 813;e-ro2-qo , ra-pte , e-ke , o-na-to , me-ri-te-wo , ko-to-na , ;6
PY Ea 814;pa-ro , ku-ro2 , ra-wa-ke-si-jo , o-ke-u , di-ra-po-ro , e-ke , o-to , ;7
PY Ea 816;i-ma-di-ja , e-ke , o-na-to , pa-ro , da-mo , ;5
PY Ea 817;po-me , mo-ro-qo-ro-jo , ko-to-na , ki-ti-me-na , ;4
PY Ea 820;a-re-po-zo-o , e-u-me-de , e-ke , o-na-to , me-ri-te-wo , ko-to-na , ;6
PY Ea 821;ta-ra-ma-ta-o , ko-to-na , ki-ti-me-na , ;3
PY Ea 822;ra-wa-ke-si-jo , e-u-me-ne , e-ke , o-na-to , pa-ro , su-qo-ta , ;6
PY Ea 823;ru-ko-ro-jo , ko-to-na , ra-wa-ke-si-jo-jo , ;3
PY Ea 824;po-me , ko-do , e-ke , o-na-to , pa-ro , da-mo , ;6
PY Ea 825;po-me-ne , ta-ra-ma-ta , e-ke , o-na-to , pa-ro , ko-do , ;6
PY Ea 827;ke-re-u , e-ke , o-na-to , pa-ro , ;4
PY Ea 882;ru-ko-ro , ra-wa-ke-si-jo , ;2
PY Ea 922;a-pi-a2-ro , e-ke , ke-ke-me-na , ko-to-na-no-no , ;4
PY Ea 936;;1
PY Ea 1000;;1
PY Ea 1007;;1
PY Ea 1017;;1
PY Ea 1023;;1
PY Ea 1042;ke-ke-me-na , ;1
PY Ea 1424;(ru)-ko-ro , ra-wa-(ke)-(si) , ]-jo , e-ke , o-(na) , ;5
PY Ea 28;ti-ri-da-ro , ra-pte , e-ke , ka-ma , ;4
PY Ea 29;e-ro2-qo , ra-pte , e-ke , o-na-to , pa-ro , i-ma-di-jo , ;6
PY Ea 52;pa-ro , da-mo , wi-ri-ja-no , e-pi-we-ti-ri-(jo)[] , e-ke[] , o-na-to , ;6
PY Ea 56;ze-pu2-ro[] , e-(ke) , pa-ro , sa-ke-re-we , ;4
PY Ea 57;ka-ra-do-wa-ta , e-ke , o-na-to , pa-ro , ;4
PY Ea 59;ke-re-u , e-ke , o-na-to , ke-ke-me , ko-to-na , ke-re-te-u , e-ke , o-na-to , ke-ke-me-na , ko-to-na , su-qo-ta-o , ke-re-te-u , e-ke , o-na-to , pa-ro , da-mo , pa-ro , ra-wa-ke-si-jo , (e)-[ , ke-re-te-u , e-ke , e-ne-ka , i-qo-jo , du-ni-jo , e-ke , o-na-to , pa-ro , da-mo , ;28
PY Ea 71;po-me , ko-do-jo , ko-to-na[] , (ki)-ti-me-na , ;4
PY Ea 102;di-wo-nu-so-jo , e-ka-ra , ;2
PY Ea 107;e-ka-ra , ;1
PY Ea 109;a-pi-a2-ro , e-ke , su-qo-ta-o , ko-to-na , ;4
PY Ea 132;ru-ko-ro , ra-wa-ke-si-jo , e-ke , o-na-to , su-qo-ta-o , ko-to-na , ;6
PY Ea 136;]-ro , da-mo , wa-tu-o-ko , a-ke-ro , e-ke , o-na-(to) , ;6
PY Ea 208;pa-(ro) , ra-i-ka , e-ke , o-na , ;4
PY Ea 258;da-mo , ;1
PY Ea 259;u-me-ta-qe-(a)-po , o-ke-u , e-ke , o-na-to , pa-ro , da-mo , ;6
PY Ea 270;ko-to-na , a-pi-a2-ro , e-ke , qo-qo-ta-o[] , pe-re-qo-no-jo , ;5
PY Ea 304;ke-re-te-u , e-ke[] , o-na-to , pa-ro , sa-ke-re-we , ;5
PY Ea 305;qo-qo-ta-o , ke-re-te-u , e-ke-na-to , ke-ke-me-na , ko-to-na , ;5
PY Ea 309;wo-ze , ;1
PY Ea 325;e-ro2-qo , ra-pte , ;2
PY Ea 336;ta-ra-ma-ta , e-ke , ;2
PY Ea 421;ra-wa-ke-si-jo-jo , te-i-jo , a-mo-te-wo , ;3
PY Ea 439;po-me-ne , e-ke[] , o-na-to , pa-ro , mo-ro-qo-ro , ;5
PY Ea 460;ra-pte , ti-ri-da-ro , e-ke , o-na , pa-ro , da-(mo) , ;6
PY Ea 480;su-qo-ta-o , ko-to-na , e-ri-qi-jo , e-ke , o-na-to , ke-ke-me , ko-to-na , ;7
PY Ea 481;ra-pa-do , e-ke , o-na-to , me-ri-te-wo , ko-to-na , ra-pa-do , e-ke , o-na-to , su-qo-ta-o , ko-to-na , ;10
PY Ea 754;ra-pte , ti-ri-da-ro , e-ke , o-na-to , ko-do-jo , ko-to-na , ;6
PY Ea 756;ki-ti-me-na , sa-ke-re-wo , i-je-re-wo , ko-(to)-(na) , ;4
PY Ea 757;qo-qo-ta-o , e-u-me-ne , e-ke , o-na , ke-ke-me-na , ko-to-na , ;6
PY Ea 771;ke-re-te-u , e-ke , o-na-to , me-ri-te-wo , ko-to-na , ;5
PY Ea 773;e-u-me-de , e-ke , o-na-to , pa-ro , da-mo , ;5
PY Ea 776;ko-to-na , sa-ke-re-u , e-ke , o-na-to , su-qo-ta-o , ;5
PY Ea 778;ta-ra-ma-ta , e-ke , o-na-to , pa-ro , da-mo , ;5
PY Ea 780;o-ko-me-ne-u , o-na-to , ;2
PY Ea 781;(we)-[ , qo-u-ko-ro-jo , ko-to-na , ki-ti-me-na , ;4
PY Ea 782;ra-wa-ke-si-jo , ru-ko-ro , e-ke , o-na-to , pa-ro , mo-ro-qo-ro-jo , ko-to-na , po-me-no , ;8
PY Ea 799;ru-ko-ro , e-ke , o-na-to , me-ri-te-wo , ko-to-na , ;5
PY Ea 800;ke-re-te-u , e-ke , o-na-to , pa-ro , mo-ro-qo-ro , po-me-ne , ;6
PY Ea 801;ke-ke-me , ku-ru-no-jo , me-ri-te-wo , (ko)-to-na , a-no-no , ;5
PY Ea 802;qo-qo-ta-o , ko-to-na , ra-wo-do-ko , e-ke , ke-ke-me-na , ko-to-na , ;6
PY Ea 803;ko-do , e-ke , da-mi-jo , ;3
PY Ea 805;o-pe-te-re-u , e-ne-ka , a-no-qa-si-ja , ;3
PY Ea 806;ke-re-te-u , e-ke , o-na-to , ke-ke-me-na , ko-to-na , ;5
PY Ea 808;pa-ro , da-mo , ka-ra-pi , e-te-do-mo , e-ke , o-na-to , ;6
PY Ea 809;ra-wa-ke-si-jo-jo , a-mo-te-wo , (re)-te-(u)[] , e-ke , o-na-to , ke-ke-me-na , ko-to-na , ;7
PY Ea 810;ti-nwa-si-jo , ;1
PY Ea 811;du-ni-jo , e-ke , o-na-to , ;3
PY Ea 812;ko-to-na , e-u-me-de , a-re-po-zo-o , e-ke , ;4
PY Ea 813;e-ro2-qo , ra-pte , e-ke , o-na-to , me-ri-te-wo , ko-to-na , ;6
PY Ea 814;pa-ro , ku-ro2 , ra-wa-ke-si-jo , o-ke-u , di-ra-po-ro , e-ke , o-to , ;7
PY Ea 816;i-ma-di-ja , e-ke , o-na-to , pa-ro , da-mo , ;5
PY Ea 817;po-me , mo-ro-qo-ro-jo , ko-to-na , ki-ti-me-na , ;4
PY Ea 820;a-re-po-zo-o , e-u-me-de , e-ke , o-na-to , me-ri-te-wo , ko-to-na , ;6
PY Ea 821;ta-ra-ma-ta-o , ko-to-na , ki-ti-me-na , ;3
PY Ea 822;ra-wa-ke-si-jo , e-u-me-ne , e-ke , o-na-to , pa-ro , su-qo-ta , ;6
PY Ea 823;ru-ko-ro-jo , ko-to-na , ra-wa-ke-si-jo-jo , ;3
PY Ea 824;po-me , ko-do , e-ke , o-na-to , pa-ro , da-mo , ;6
PY Ea 825;po-me-ne , ta-ra-ma-ta , e-ke , o-na-to , pa-ro , ko-do , ;6
PY Ea 827;ke-re-u , e-ke , o-na-to , pa-ro , ;4
PY Ea 882;ru-ko-ro , ra-wa-ke-si-jo , ;2
PY Ea 922;a-pi-a2-ro , e-ke , ke-ke-me-na , ko-to-na-no-no , ;4
PY Ea 936;;1
PY Ea 1000;;1
PY Ea 1007;;1
PY Ea 1017;;1
PY Ea 1023;;1
PY Ea 1042;ke-ke-me-na , ;1
PY Ea 1424;(ru)-ko-ro , ra-wa-(ke)-(si) , ]-jo , e-ke , o-(na) , ;5
PY Ea 28;ti-ri-da-ro , ra-pte , e-ke , ka-ma , ;4
PY Ea 29;e-ro2-qo , ra-pte , e-ke , o-na-to , pa-ro , i-ma-di-jo , ;6
PY Ea 52;pa-ro , da-mo , wi-ri-ja-no , e-pi-we-ti-ri-(jo)[] , e-ke[] , o-na-to , ;6
PY Ea 56;ze-pu2-ro[] , e-(ke) , pa-ro , sa-ke-re-we , ;4
PY Ea 57;ka-ra-do-wa-ta , e-ke , o-na-to , pa-ro , ;4
PY Ea 59;ke-re-u , e-ke , o-na-to , ke-ke-me , ko-to-na , ke-re-te-u , e-ke , o-na-to , ke-ke-me-na , ko-to-na , su-qo-ta-o , ke-re-te-u , e-ke , o-na-to , pa-ro , da-mo , pa-ro , ra-wa-ke-si-jo , (e)-[ , ke-re-te-u , e-ke , e-ne-ka , i-qo-jo , du-ni-jo , e-ke , o-na-to , pa-ro , da-mo , ;28
PY Ea 71;po-me , ko-do-jo , ko-to-na[] , (ki)-ti-me-na , ;4
PY Ea 102;di-wo-nu-so-jo , e-ka-ra , ;2
PY Ea 107;e-ka-ra , ;1
PY Ea 109;a-pi-a2-ro , e-ke , su-qo-ta-o , ko-to-na , ;4
PY Ea 132;ru-ko-ro , ra-wa-ke-si-jo , e-ke , o-na-to , su-qo-ta-o , ko-to-na , ;6
PY Ea 136;]-ro , da-mo , wa-tu-o-ko , a-ke-ro , e-ke , o-na-(to) , ;6
PY Ea 208;pa-(ro) , ra-i-ka , e-ke , o-na , ;4
PY Ea 258;da-mo , ;1
PY Ea 259;u-me-ta-qe-(a)-po , o-ke-u , e-ke , o-na-to , pa-ro , da-mo , ;6
PY Ea 270;ko-to-na , a-pi-a2-ro , e-ke , qo-qo-ta-o[] , pe-re-qo-no-jo , ;5
PY Ea 304;ke-re-te-u , e-ke[] , o-na-to , pa-ro , sa-ke-re-we , ;5
PY Ea 305;qo-qo-ta-o , ke-re-te-u , e-ke-na-to , ke-ke-me-na , ko-to-na , ;5
PY Ea 309;wo-ze , ;1
PY Ea 325;e-ro2-qo , ra-pte , ;2
PY Ea 336;ta-ra-ma-ta , e-ke , ;2
PY Ea 421;ra-wa-ke-si-jo-jo , te-i-jo , a-mo-te-wo , ;3
PY Ea 439;po-me-ne , e-ke[] , o-na-to , pa-ro , mo-ro-qo-ro , ;5
PY Ea 460;ra-pte , ti-ri-da-ro , e-ke , o-na , pa-ro , da-(mo) , ;6
PY Ea 480;su-qo-ta-o , ko-to-na , e-ri-qi-jo , e-ke , o-na-to , ke-ke-me , ko-to-na , ;7
PY Ea 481;ra-pa-do , e-ke , o-na-to , me-ri-te-wo , ko-to-na , ra-pa-do , e-ke , o-na-to , su-qo-ta-o , ko-to-na , ;10
PY Ea 754;ra-pte , ti-ri-da-ro , e-ke , o-na-to , ko-do-jo , ko-to-na , ;6
PY Ea 756;ki-ti-me-na , sa-ke-re-wo , i-je-re-wo , ko-(to)-(na) , ;4
PY Ea 757;qo-qo-ta-o , e-u-me-ne , e-ke , o-na , ke-ke-me-na , ko-to-na , ;6
PY Ea 771;ke-re-te-u , e-ke , o-na-to , me-ri-te-wo , ko-to-na , ;5
PY Ea 773;e-u-me-de , e-ke , o-na-to , pa-ro , da-mo , ;5
PY Ea 776;ko-to-na , sa-ke-re-u , e-ke , o-na-to , su-qo-ta-o , ;5
PY Ea 778;ta-ra-ma-ta , e-ke , o-na-to , pa-ro , da-mo , ;5
PY Ea 780;o-ko-me-ne-u , o-na-to , ;2
PY Ea 781;(we)-[ , qo-u-ko-ro-jo , ko-to-na , ki-ti-me-na , ;4
PY Ea 782;ra-wa-ke-si-jo , ru-ko-ro , e-ke , o-na-to , pa-ro , mo-ro-qo-ro-jo , ko-to-na , po-me-no , ;8
PY Ea 799;ru-ko-ro , e-ke , o-na-to , me-ri-te-wo , ko-to-na , ;5
PY Ea 800;ke-re-te-u , e-ke , o-na-to , pa-ro , mo-ro-qo-ro , po-me-ne , ;6
PY Ea 801;ke-ke-me , ku-ru-no-jo , me-ri-te-wo , (ko)-to-na , a-no-no , ;5
PY Ea 802;qo-qo-ta-o , ko-to-na , ra-wo-do-ko , e-ke , ke-ke-me-na , ko-to-na , ;6
PY Ea 803;ko-do , e-ke , da-mi-jo , ;3
PY Ea 805;o-pe-te-re-u , e-ne-ka , a-no-qa-si-ja , ;3
PY Ea 806;ke-re-te-u , e-ke , o-na-to , ke-ke-me-na , ko-to-na , ;5
PY Ea 808;pa-ro , da-mo , ka-ra-pi , e-te-do-mo , e-ke , o-na-to , ;6
PY Ea 809;ra-wa-ke-si-jo-jo , a-mo-te-wo , (re)-te-(u)[] , e-ke , o-na-to , ke-ke-me-na , ko-to-na , ;7
PY Ea 810;ti-nwa-si-jo , ;1
PY Ea 811;du-ni-jo , e-ke , o-na-to , ;3
PY Ea 812;ko-to-na , e-u-me-de , a-re-po-zo-o , e-ke , ;4
PY Ea 813;e-ro2-qo , ra-pte , e-ke , o-na-to , me-ri-te-wo , ko-to-na , ;6
PY Ea 814;pa-ro , ku-ro2 , ra-wa-ke-si-jo , o-ke-u , di-ra-po-ro , e-ke , o-to , ;7
PY Ea 816;i-ma-di-ja , e-ke , o-na-to , pa-ro , da-mo , ;5
PY Ea 817;po-me , mo-ro-qo-ro-jo , ko-to-na , ki-ti-me-na , ;4
PY Ea 820;a-re-po-zo-o , e-u-me-de , e-ke , o-na-to , me-ri-te-wo , ko-to-na , ;6
PY Ea 821;ta-ra-ma-ta-o , ko-to-na , ki-ti-me-na , ;3
PY Ea 822;ra-wa-ke-si-jo , e-u-me-ne , e-ke , o-na-to , pa-ro , su-qo-ta , ;6
PY Ea 823;ru-ko-ro-jo , ko-to-na , ra-wa-ke-si-jo-jo , ;3
PY Ea 824;po-me , ko-do , e-ke , o-na-to , pa-ro , da-mo , ;6
PY Ea 825;po-me-ne , ta-ra-ma-ta , e-ke , o-na-to , pa-ro , ko-do , ;6
PY Ea 827;ke-re-u , e-ke , o-na-to , pa-ro , ;4
PY Ea 882;ru-ko-ro , ra-wa-ke-si-jo , ;2
PY Ea 922;a-pi-a2-ro , e-ke , ke-ke-me-na , ko-to-na-no-no , ;4
PY Ea 936;;1
PY Ea 1000;;1
PY Ea 1007;;1
PY Ea 1017;;1
PY Ea 1023;;1
PY Ea 1042;ke-ke-me-na , ;1
PY Ea 1424;(ru)-ko-ro , ra-wa-(ke)-(si) , ]-jo , e-ke , o-(na) , ;5
PY Ea 28;ti-ri-da-ro , ra-pte , e-ke , ka-ma , ;4
PY Ea 29;e-ro2-qo , ra-pte , e-ke , o-na-to , pa-ro , i-ma-di-jo , ;6
PY Ea 52;pa-ro , da-mo , wi-ri-ja-no , e-pi-we-ti-ri-(jo)[] , e-ke[] , o-na-to , ;6
PY Ea 56;ze-pu2-ro[] , e-(ke) , pa-ro , sa-ke-re-we , ;4
PY Ea 57;ka-ra-do-wa-ta , e-ke , o-na-to , pa-ro , ;4
PY Ea 59;ke-re-u , e-ke , o-na-to , ke-ke-me , ko-to-na , ke-re-te-u , e-ke , o-na-to , ke-ke-me-na , ko-to-na , su-qo-ta-o , ke-re-te-u , e-ke , o-na-to , pa-ro , da-mo , pa-ro , ra-wa-ke-si-jo , (e)-[ , ke-re-te-u , e-ke , e-ne-ka , i-qo-jo , du-ni-jo , e-ke , o-na-to , pa-ro , da-mo , ;28
PY Ea 71;po-me , ko-do-jo , ko-to-na[] , (ki)-ti-me-na , ;4
PY Ea 102;di-wo-nu-so-jo , e-ka-ra , ;2
PY Ea 107;e-ka-ra , ;1
PY Ea 109;a-pi-a2-ro , e-ke , su-qo-ta-o , ko-to-na , ;4
PY Ea 132;ru-ko-ro , ra-wa-ke-si-jo , e-ke , o-na-to , su-qo-ta-o , ko-to-na , ;6
PY Ea 136;]-ro , da-mo , wa-tu-o-ko , a-ke-ro , e-ke , o-na-(to) , ;6
PY Ea 208;pa-(ro) , ra-i-ka , e-ke , o-na , ;4
PY Ea 258;da-mo , ;1
PY Ea 259;u-me-ta-qe-(a)-po , o-ke-u , e-ke , o-na-to , pa-ro , da-mo , ;6
PY Ea 270;ko-to-na , a-pi-a2-ro , e-ke , qo-qo-ta-o[] , pe-re-qo-no-jo , ;5
PY Ea 304;ke-re-te-u , e-ke[] , o-na-to , pa-ro , sa-ke-re-we , ;5
PY Ea 305;qo-qo-ta-o , ke-re-te-u , e-ke-na-to , ke-ke-me-na , ko-to-na , ;5
PY Ea 309;wo-ze , ;1
PY Ea 325;e-ro2-qo , ra-pte , ;2
PY Ea 336;ta-ra-ma-ta , e-ke , ;2
PY Ea 421;ra-wa-ke-si-jo-jo , te-i-jo , a-mo-te-wo , ;3
PY Ea 439;po-me-ne , e-ke[] , o-na-to , pa-ro , mo-ro-qo-ro , ;5
PY Ea 460;ra-pte , ti-ri-da-ro , e-ke , o-na , pa-ro , da-(mo) , ;6
PY Ea 480;su-qo-ta-o , ko-to-na , e-ri-qi-jo , e-ke , o-na-to , ke-ke-me , ko-to-na , ;7
PY Ea 481;ra-pa-do , e-ke , o-na-to , me-ri-te-wo , ko-to-na , ra-pa-do , e-ke , o-na-to , su-qo-ta-o , ko-to-na , ;10
PY Ea 754;ra-pte , ti-ri-da-ro , e-ke , o-na-to , ko-do-jo , ko-to-na , ;6
PY Ea 756;ki-ti-me-na , sa-ke-re-wo , i-je-re-wo , ko-(to)-(na) , ;4
PY Ea 757;qo-qo-ta-o , e-u-me-ne , e-ke , o-na , ke-ke-me-na , ko-to-na , ;6
PY Ea 771;ke-re-te-u , e-ke , o-na-to , me-ri-te-wo , ko-to-na , ;5
PY Ea 773;e-u-me-de , e-ke , o-na-to , pa-ro , da-mo , ;5
PY Ea 776;ko-to-na , sa-ke-re-u , e-ke , o-na-to , su-qo-ta-o , ;5
PY Ea 778;ta-ra-ma-ta , e-ke , o-na-to , pa-ro , da-mo , ;5
PY Ea 780;o-ko-me-ne-u , o-na-to , ;2
PY Ea 781;(we)-[ , qo-u-ko-ro-jo , ko-to-na , ki-ti-me-na , ;4
PY Ea 782;ra-wa-ke-si-jo , ru-ko-ro , e-ke , o-na-to , pa-ro , mo-ro-qo-ro-jo , ko-to-na , po-me-no , ;8
PY Ea 799;ru-ko-ro , e-ke , o-na-to , me-ri-te-wo , ko-to-na , ;5
PY Ea 800;ke-re-te-u , e-ke , o-na-to , pa-ro , mo-ro-qo-ro , po-me-ne , ;6
PY Ea 801;ke-ke-me , ku-ru-no-jo , me-ri-te-wo , (ko)-to-na , a-no-no , ;5
PY Ea 802;qo-qo-ta-o , ko-to-na , ra-wo-do-ko , e-ke , ke-ke-me-na , ko-to-na , ;6
PY Ea 803;ko-do , e-ke , da-mi-jo , ;3
PY Ea 805;o-pe-te-re-u , e-ne-ka , a-no-qa-si-ja , ;3
PY Ea 806;ke-re-te-u , e-ke , o-na-to , ke-ke-me-na , ko-to-na , ;5
PY Ea 808;pa-ro , da-mo , ka-ra-pi , e-te-do-mo , e-ke , o-na-to , ;6
PY Ea 809;ra-wa-ke-si-jo-jo , a-mo-te-wo , (re)-te-(u)[] , e-ke , o-na-to , ke-ke-me-na , ko-to-na , ;7
PY Ea 810;ti-nwa-si-jo , ;1
PY Ea 811;du-ni-jo , e-ke , o-na-to , ;3
PY Ea 812;ko-to-na , e-u-me-de , a-re-po-zo-o , e-ke , ;4
PY Ea 813;e-ro2-qo , ra-pte , e-ke , o-na-to , me-ri-te-wo , ko-to-na , ;6
PY Ea 814;pa-ro , ku-ro2 , ra-wa-ke-si-jo , o-ke-u , di-ra-po-ro , e-ke , o-to , ;7
PY Ea 816;i-ma-di-ja , e-ke , o-na-to , pa-ro , da-mo , ;5
PY Ea 817;po-me , mo-ro-qo-ro-jo , ko-to-na , ki-ti-me-na , ;4
PY Ea 820;a-re-po-zo-o , e-u-me-de , e-ke , o-na-to , me-ri-te-wo , ko-to-na , ;6
PY Ea 821;ta-ra-ma-ta-o , ko-to-na , ki-ti-me-na , ;3
PY Ea 822;ra-wa-ke-si-jo , e-u-me-ne , e-ke , o-na-to , pa-ro , su-qo-ta , ;6
PY Ea 823;ru-ko-ro-jo , ko-to-na , ra-wa-ke-si-jo-jo , ;3
PY Ea 824;po-me , ko-do , e-ke , o-na-to , pa-ro , da-mo , ;6
PY Ea 825;po-me-ne , ta-ra-ma-ta , e-ke , o-na-to , pa-ro , ko-do , ;6
PY Ea 827;ke-re-u , e-ke , o-na-to , pa-ro , ;4
PY Ea 882;ru-ko-ro , ra-wa-ke-si-jo , ;2
PY Ea 922;a-pi-a2-ro , e-ke , ke-ke-me-na , ko-to-na-no-no , ;4
PY Ea 936;;1
PY Ea 1000;;1
PY Ea 1007;;1
PY Ea 1017;;1
PY Ea 1023;;1
PY Ea 1042;ke-ke-me-na , ;1
PY Ea 1424;(ru)-ko-ro , ra-wa-(ke)-(si) , ]-jo , e-ke , o-(na) , ;5
PY Ea 28;ti-ri-da-ro , ra-pte , e-ke , ka-ma , ;4
PY Ea 29;e-ro2-qo , ra-pte , e-ke , o-na-to , pa-ro , i-ma-di-jo , ;6
PY Ea 52;pa-ro , da-mo , wi-ri-ja-no , e-pi-we-ti-ri-(jo)[] , e-ke[] , o-na-to , ;6
PY Ea 56;ze-pu2-ro[] , e-(ke) , pa-ro , sa-ke-re-we , ;4
PY Ea 57;ka-ra-do-wa-ta , e-ke , o-na-to , pa-ro , ;4
PY Ea 59;ke-re-u , e-ke , o-na-to , ke-ke-me , ko-to-na , ke-re-te-u , e-ke , o-na-to , ke-ke-me-na , ko-to-na , su-qo-ta-o , ke-re-te-u , e-ke , o-na-to , pa-ro , da-mo , pa-ro , ra-wa-ke-si-jo , (e)-[ , ke-re-te-u , e-ke , e-ne-ka , i-qo-jo , du-ni-jo , e-ke , o-na-to , pa-ro , da-mo , ;28
PY Ea 71;po-me , ko-do-jo , ko-to-na[] , (ki)-ti-me-na , ;4
PY Ea 102;di-wo-nu-so-jo , e-ka-ra , ;2
PY Ea 107;e-ka-ra , ;1
PY Ea 109;a-pi-a2-ro , e-ke , su-qo-ta-o , ko-to-na , ;4
PY Ea 132;ru-ko-ro , ra-wa-ke-si-jo , e-ke , o-na-to , su-qo-ta-o , ko-to-na , ;6
PY Ea 136;]-ro , da-mo , wa-tu-o-ko , a-ke-ro , e-ke , o-na-(to) , ;6
PY Ea 208;pa-(ro) , ra-i-ka , e-ke , o-na , ;4
